Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04,75.75736236572266,105.66000366210938,105.87000274658203,104.76000213623047,104.83999633789062,8977300
2010-01-05,75.63550567626953,105.48999786376953,105.66999816894531,104.97000122070312,105.61000061035156,6549200
2010-01-06,75.68567657470703,105.55999755859375,105.8499984741211,105.36000061035156,105.5,6797200
2010-01-07,75.95808410644531,105.94000244140625,106.0199966430664,104.94999694824219,105.37999725341797,6312000
2010-01-08,76.08003997802734,106.11000061035156,106.11000061035156,105.44000244140625,105.66999816894531,4912000
2010-01-11,76.38829040527344,106.54000091552734,106.66000366210938,105.81999969482422,106.4000015258789,6858300
2010-01-12,76.1015396118164,106.13999938964844,106.41999816894531,105.58000183105469,105.8499984741211,8869900
2010-01-13,76.53890228271484,106.75,106.98999786376953,106.04000091552734,106.33000183105469,8619100
2010-01-14,76.73969268798828,107.02999877929688,107.1500015258789,106.58000183105469,106.63999938964844,7039900
2010-01-15,76.00835418701172,106.01000213623047,106.9800033569336,105.54000091552734,106.94000244140625,14027400
2010-01-19,76.84003448486328,107.16999816894531,107.2300033569336,105.86000061035156,105.9000015258789,10877400
2010-01-20,76.01549530029297,106.0199966430664,106.54000091552734,105.12999725341797,106.5,11896600
2010-01-21,74.3592300415039,103.70999908447266,106.11000061035156,103.70999908447266,105.97000122070312,22253800
2010-01-22,72.86790466308594,101.62999725341797,103.86000061035156,101.55000305175781,103.37999725341797,24606900
2010-01-25,73.06863403320312,101.91000366210938,102.5199966430664,101.66999816894531,102.38999938964844,18236800
2010-01-26,73.04716491699219,101.87999725341797,103.05999755859375,101.4800033569336,101.66000366210938,18352400
2010-01-27,73.3482894897461,102.30000305175781,102.51000213623047,100.98999786376953,101.66999816894531,16203100
2010-01-28,72.55960083007812,101.19999694824219,102.62000274658203,100.51000213623047,102.58999633789062,13409200
2010-01-29,72.093505859375,100.55000305175781,102.36000061035156,100.41000366210938,101.55999755859375,14556900
2010-02-01,73.01848602294922,101.83999633789062,102.3499984741211,101.06999969482422,101.20999908447266,9985500
2010-02-02,73.76415252685547,102.87999725341797,103.0999984741211,101.68000030517578,101.94999694824219,8891300
2010-02-03,73.58487701416016,102.62999725341797,103.05999755859375,102.33999633789062,102.62000274658203,6561600
2010-02-04,71.72785949707031,100.04000091552734,102.06999969482422,100.01000213623047,101.94999694824219,16419300
2010-02-05,71.81391906738281,100.16000366210938,100.33999633789062,98.36000061035156,100.1500015258789,28939700
2010-02-08,71.13996887207031,99.22000122070312,100.37999725341797,99.12000274658203,100.0,10929500
2010-02-09,72.165283203125,100.6500015258789,101.48999786376953,99.83999633789062,100.16000366210938,19228000
2010-02-10,72.07197570800781,100.5199966430664,100.97000122070312,99.75,100.55000305175781,11212100
