Date,Close,High,Low,Open,Volume
2010-01-04,6.431896209716797,6.446622696457914,6.382907969735801,6.414464784362005,493729600
2010-01-05,6.44301700592041,6.479382603086922,6.409055397550002,6.449629078593121,601904800
2010-01-06,6.3405303955078125,6.468561319289456,6.333918324807697,6.443015083760133,552160000
2010-01-07,6.3288116455078125,6.371489175686539,6.282828880919672,6.363975455361627,477131200
2010-01-08,6.37088680267334,6.371488301483577,6.283129370186581,6.320395812817892,447610800
2010-01-11,6.314685344696045,6.401541520525446,6.264795057785504,6.395530545893654,462229600
2010-01-12,6.242855072021484,6.304466760171064,6.203784940266471,6.2870345322721555,594459600
2010-01-13,6.330915451049805,6.3393308177656555,6.1340611961291875,6.24736569038126,605892000
2010-01-14,6.294248580932617,6.325204701724592,6.2819264831274175,6.314685896466499,432894000
2010-01-15,6.189058780670166,6.3594663110447955,6.187255488164612,6.339329544732777,594067600
2010-01-19,6.46285343170166,6.467361663774161,6.22843138293306,6.261189998859612,730007600
2010-01-20,6.363372325897217,6.478178718430201,6.296351170025598,6.458944003019805,612152800
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400
2010-01-22,5.943215847015381,6.236244073750303,5.925484272268936,6.214605365026937,881767600
2010-01-25,6.1031036376953125,6.152091477371567,6.01654760669144,6.086273309479745,1065699600
2010-01-26,6.189359664916992,6.4228808405773234,6.088377686732361,6.189660213684209,1867110000
2010-01-27,6.247663974761963,6.32880972200794,5.99671100864949,6.216707857698517,1722568400
2010-01-28,5.989499092102051,6.176135862114551,5.971767517537085,6.159005385078344,1173502400
2010-01-29,5.772207260131836,6.076956870273054,5.717809140329178,6.043296212897563,1245952400
2010-02-01,5.852450847625732,5.89061973022452,5.749365050498798,5.781522959061045,749876400
2010-02-02,5.88641357421875,5.900238818086442,5.811879483178748,5.88791671938414,698342400
2010-02-03,5.987695693969727,6.016848522333935,5.843134950985115,5.8656757066495295,615328000
2010-02-04,5.771907329559326,5.961849330982893,5.757480989056238,5.9125601367974125,757652000
2010-02-05,5.874392032623291,5.890621667860459,5.735842245640038,5.789339129629042,850306800
2010-02-08,5.8341193199157715,5.9471232540675585,5.830512734540702,5.881304676039466,478270800
2010-02-09,5.896331787109375,5.93570247414295,5.853053564604186,5.903244007897426,632886800
2010-02-10,5.864172458648682,5.908653269901558,5.838326070123361,5.88731390857484,370361600
2010-02-11,5.9708638191223145,6.003322675434187,5.832314087184033,5.856958677782569,550345600
2010-02-12,6.0222578048706055,6.060126142239282,5.875593235065994,5.954034447101114,655468800
2010-02-16,6.1130218505859375,6.121737362950049,6.056519890158769,6.069142536219442,543737600
2010-02-17,6.08747673034668,6.140371710818135,6.036684387545308,6.136765125440518,436396800
2010-02-18,6.098895072937012,6.127747346608409,6.038485988585398,6.0598241435584015,422825200
2010-02-19,6.0610270500183105,6.107010200522477,6.044196723375819,6.066737876825547,415469600
2010-02-22,6.023460388183594,6.0859733282901525,5.986494093423523,6.081164949256351,390563600
2010-02-23,5.922478199005127,6.050809709847602,5.881905320461514,6.010837527553492,575094800
2010-02-24,6.030673027038574,6.054115024844004,5.945919491152342,5.9576408913217085,460566400
2010-02-25,6.070944309234619,6.096790692378811,5.917367549923056,5.932094033519153,665126000
2010-02-26,6.149688243865967,6.166218025370562,6.070946470452576,6.082366922736945,507460800
2010-03-01,6.28102445602417,6.296351638232682,6.174632215326019,6.1836482756722,550093600
2010-03-02,6.276816368103027,6.33632340583361,6.243455863559168,6.3092744240106535,566546400
2010-03-03,6.29124116897583,6.307470797970597,6.24946650681497,6.2795205727905925,372052800
2010-03-04,6.33271598815918,6.339027510449531,6.270203066416434,6.289739131915072,366041200
2010-03-05,6.580363750457764,6.602904503194715,6.450529512263567,6.459846522585055,899620400
2010-03-08,6.584270000457764,6.614624213310275,6.559324861307124,6.6122202251390645,429889600
2010-03-09,6.702683925628662,6.762190964068434,6.5485060515802145,6.561128695905828,920259200
2010-03-10,6.757383346557617,6.7766184669575535,6.708094955599568,6.727029125976559,596218000
2010-03-11,6.777217864990234,6.777217864990234,6.711700251132515,6.7294326254043755,405700400
2010-03-12,6.8102803230285645,6.844241134658199,6.7847340755206,6.833421377530077,416323600
2010-03-15,6.727329730987549,6.777218818608577,6.619434732925409,6.773613036036831,493502800
2010-03-16,6.745662689208984,6.761591372833132,6.6873578325998615,6.737548273644507,446908000
2010-03-17,6.735744953155518,6.805770810297791,6.710199110214925,6.759186954704131,450956800
2010-03-18,6.751671314239502,6.762190116314367,6.690360589991967,6.735140736293514,342109600
2010-03-19,6.679544448852539,6.76940653710209,6.648888871365105,6.755882241859653,559445600
2010-03-22,6.754677772521973,6.7922459600216145,6.616428575995156,6.626046134719323,456419600
2010-03-23,6.863173007965088,6.8757960537169005,6.735141665796506,6.781425364353218,602431200
2010-03-24,6.893529891967773,6.9184750402477535,6.837628619613421,6.841536155146517,597780400
2010-03-25,6.811781883239746,6.941616546260621,6.799759932256301,6.940113401120969,542284400
2010-03-26,6.939514636993408,6.971071061486276,6.86888686318503,6.880908816820572,640875200
2010-03-29,6.984292507171631,7.0287729209841405,6.961151456521497,7.002626382743066,540744400
2010-03-30,7.088278770446777,7.137267808620449,7.040191779664406,7.110819522296849,527310000
2010-03-31,7.0627336502075195,7.111121598629096,7.046504819926213,7.077460940509778,430659600
2010-04-01,7.091884613037109,7.17483364022918,6.995110346713103,7.135162819960423,603145200
2010-04-05,7.167623043060303,7.16822414056218,7.055821315311254,7.062133240347657,684507600
2010-04-06,7.1991801261901855,7.220217735829615,7.122842349944207,7.1589073968499175,447017200
2010-04-07,7.231036186218262,7.270707810911315,7.172730542676504,7.1994789749185175,628502000
2010-04-08,7.211501121520996,7.259287160925728,7.154097523735465,7.226227606524973,572989200
2010-04-09,7.266801834106445,7.269808124195066,7.226830053422004,7.255982881441017,334182800
2010-04-12,7.281828880310059,7.3052708794468755,7.267402540820726,7.279123540389135,333026400
2010-04-13,7.2860331535339355,7.297153854178516,7.2463615366642244,7.268903085318695,306210800
2010-04-14,7.38401460647583,7.387621192111281,7.335327305464289,7.371692506821468,404076400
2010-04-15,7.481086730957031,7.484392365138607,7.378601638396809,7.386716051412082,376784800
2010-04-16,7.435401439666748,7.547804196565377,7.349747104069214,7.47056441834384,750545600
2010-04-19,7.425487518310547,7.4501317109137055,7.266199906220293,7.424285323425841,566924400
2010-04-20,7.350956916809082,7.491009484596133,7.301968653224953,7.469670915407076,738326400
2010-04-21,7.790646553039551,7.8216026730941834,7.685757045381332,7.778023505510467,982391200
2010-04-22,8.008539199829102,8.01695456486846,7.699882453669225,7.7611935964226,793424800
2010-04-23,8.139575004577637,8.180147881017373,8.024467645060442,8.054220766769573,796955600
2010-04-26,8.099603652954102,8.188563677832498,8.060232166873854,8.171132652380226,479068800
2010-04-27,7.875397205352783,8.049711430730106,7.829715410104387,8.032580556878655,709343600
2010-04-28,7.8621745109558105,7.934303793983597,7.706193341373344,7.91176384446238,758402400
2010-04-29,8.07375717163086,8.114630197244031,7.874497760999738,7.904851981454616,558840800
2010-04-30,7.8468451499938965,8.131758040616754,7.844140613474803,8.093889714150894,542463600
2010-05-03,8.004929542541504,8.050913082591519,7.900641172162792,7.929493841224158,454342000
2010-05-04,7.774415493011475,7.912965632774138,7.7164116011116,7.9009444874870685,723819600
2010-05-05,7.693569183349609,7.758185943062753,7.475375665942273,7.60460918536856,883103200
2010-05-06,7.400844573974609,7.761494272349065,5.988297046263176,7.628654925316913,1285860800
2010-05-07,7.088578224182129,7.410459037655842,6.7685015053144655,7.324504523115666,1676018400
2010-05-10,7.633458137512207,7.653294344071649,7.469362623185137,7.521056177140444,984306400
2010-05-11,7.709498405456543,7.810780494142102,7.528572126353612,7.568844041382019,848906800
2010-05-12,7.876900672912598,7.908156935033827,7.77501747295331,7.791245497611266,654379600
2010-05-13,7.764800548553467,7.964360113721567,7.70589379302627,7.910863235975448,599712400
2010-05-14,7.628354549407959,7.70829892367494,7.498520680322861,7.668627285335938,759362800
2010-05-17,7.640372276306152,7.69927900491889,7.444719533217996,7.654798610464305,762834800
2010-05-18,7.584473133087158,7.770508351872897,7.521358712888782,7.723323412963844,782678400
2010-05-19,7.463653564453125,7.6013016236625015,7.358764903886022,7.498516402189994,1025726800
2010-05-20,7.1456828117370605,7.328712551872411,7.0990981655807595,7.269504860607967,1282915200
2010-05-21,7.2827301025390625,7.348248115228791,6.9530349943534056,6.997214450233187,1223891200
2010-05-24,7.416171550750732,7.5405963379455985,7.401144914299258,7.431800087295062,754238800
2010-05-25,7.369887828826904,7.4161707307159,7.127651156909051,7.193469326051639,1048006400
2010-05-26,7.3365254402160645,7.577560657947847,7.325705688114435,7.515949384502198,850654000
2010-05-27,7.614224433898926,7.630454058733369,7.48679503421974,7.531575573018982,666282400
2010-05-28,7.72031831741333,7.796054983462973,7.614226634444881,7.795754836034683,815614800
2010-06-01,7.839033126831055,7.992609915842775,7.782831718347315,7.804771374282321,876472800
