Date,Close,High,Low,Open,Volume
2010-01-04,15.6098051071167,15.678546324978306,15.54729212358865,15.614786175964994,78169752
2010-01-05,15.541064262390137,15.636952681575654,15.480045222123497,15.620514585503575,120067812
2010-01-06,15.149293899536133,15.587638382126233,15.101972798128717,15.587638382126233,158988852
2010-01-07,14.796624183654785,15.192629557395431,14.76051143817071,15.17768540323104,256315428
2010-01-08,14.993881225585938,15.024514607804292,14.672344134111194,14.744322853674667,188783028
2010-01-11,14.971216201782227,15.054650996229643,14.79513049733118,15.054650996229643,288227484
2010-01-12,14.706466674804688,14.89774426759556,14.644699714848494,14.885041973004633,193937868
2010-01-13,14.622035026550293,14.654163298564356,14.293525580763735,14.358031747702928,259604136
2010-01-14,14.690775871276855,14.799116964638577,14.515438074040974,14.542585278543342,169434396
2010-01-15,14.445451736450195,14.783176343503463,14.39663479736933,14.777696029186723,217162620
2010-01-19,14.635234832763672,14.704971691979663,14.353050840248361,14.475339492221943,172495332
2010-01-20,14.45566177368164,14.594387561293683,14.328144338737296,14.594387561293683,129897972
2010-01-21,14.519671440124512,14.615310233793883,14.252430659457453,14.531128467221322,252055692
2010-01-22,13.698522567749023,14.21133535685338,13.321197124458369,14.059409914939225,271743984
2010-01-25,13.449213027954102,13.69528426006757,13.33738481575297,13.613342458148045,176619204
2010-01-26,13.509485244750977,13.688310157449083,13.356812839613502,13.398654573782876,174045780
2010-01-27,13.501516342163086,13.639744798005337,13.332404880084773,13.480844147319475,158417424
2010-01-28,13.307000160217285,13.623555219580256,13.215097170318666,13.561041292547966,129034836
2010-01-29,13.198659896850586,13.47387058701347,13.090817101704765,13.41160627900656,165454380
2010-02-01,13.275368690490723,13.344856869731345,13.207625024081937,13.314719888536347,89941968
2010-02-02,13.228047370910645,13.323686156562953,13.140627157813647,13.323686156562953,163684152
2010-02-03,13.469636917114258,13.50151651717889,13.156071608261314,13.167030339425606,119844036
2010-02-04,13.119956970214844,13.399400798344875,13.08957131333212,13.37449545578841,134972892
2010-02-05,13.232281684875488,13.2873240070162,13.012362968340595,13.160302971572566,126113760
2010-02-08,13.286577224731445,13.499026255435567,13.238260479478159,13.262418852104801,107664228
2010-02-09,13.360548973083496,13.487320403994476,13.326427512062647,13.437757439514707,112671216
2010-02-10,13.310986518859863,13.39417169576249,13.142621079972526,13.301521728927147,106873020
2010-02-11,13.359551429748535,13.461417508849486,13.187700767908163,13.282841265490275,96303600
2010-02-12,13.277859687805176,13.378230873007796,13.212606553217183,13.274124835665486,91096812
2010-02-16,13.48159122467041,13.552075052281605,13.307249081758755,13.371257899984625,146029824
2010-02-17,13.404630661010742,13.53389355708774,13.38968745640074,13.49902513052793,81106812
2010-02-18,13.529411315917969,13.573993210004168,13.353076926381647,13.387945356754532,93382524
2010-02-19,13.46814250946045,13.549584121594748,13.441742275892684,13.462414470288008,102021876
2010-02-22,13.518950462341309,13.636008421698754,13.47411989586305,13.632271671117065,85698216
2010-02-23,13.32642650604248,13.53962155460759,13.25718889406346,13.523931378542104,114789096
2010-02-24,13.23676586151123,13.410360092805128,13.212856162169391,13.299279792575936,92970936
2010-02-25,13.11124038696289,13.16254596323279,12.951094474968302,13.12842450422062,132235632
2010-02-26,13.120453834533691,13.243739072193751,13.03776601219123,13.135896285313795,81890028
2010-03-01,13.26715087890625,13.282095033483497,13.143866586610722,13.180228955998393,89426484
2010-03-02,13.475613594055176,13.590181017052197,13.324933424405593,13.336638176080303,174097728
2010-03-03,13.581714630126953,13.651450542732665,13.43053520508986,13.507992343847322,123452424
2010-03-04,13.812591552734375,13.850946160762371,13.603630598791401,13.61110220172128,127224648
2010-03-05,14.052186012268066,14.138361917041038,13.944842463947646,13.980956160895758,156331512
2010-03-08,14.009099006652832,14.076346281010599,13.972487962153783,14.066383194548397,95360544
2010-03-09,13.952065467834473,14.063395390300142,13.86016152343374,13.943596322269737,126936936
2010-03-10,14.357035636901855,14.408092537353493,14.00237369430779,14.040977923706958,225969804
2010-03-11,14.473843574523926,14.600116692788676,14.300995379692957,14.302490269660389,169162668
2010-03-12,14.433995246887207,14.651673073895527,14.424530457070528,14.648185946159218,110025864
2010-03-15,14.026534080505371,14.182694573737937,13.847709154753916,14.113704682766768,185969844
2010-03-16,14.07684326171875,14.157040553200627,13.96626126235819,13.992910168837113,137122740
2010-03-17,14.085809707641602,14.232506351650938,14.053182190240593,14.154051675107713,132731136
2010-03-18,14.106729507446289,14.157537731259684,14.021052857520313,14.064886826629316,71016912
2010-03-19,13.947333335876465,14.146580832928567,13.879588712310458,13.947333335876465,191576232
2010-03-22,13.8850679397583,14.117938597925392,13.804870645029023,13.850449132397443,160031808
2010-03-23,13.673367500305176,13.905241560448854,13.499026301519129,13.873611584786602,219831948
2010-03-24,13.880833625793457,13.943596229839326,13.441742172977492,13.586444685227155,262345392
2010-03-25,14.019062042236328,14.246203707946735,13.913958456595255,13.92292400050117,157078764
